[02:47:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:47] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:47] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:48] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:48] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:48] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:49] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:49] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:50] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:50] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:51] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:51] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:51] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:52] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:52] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1763, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=953, attrs=[MaxDS,DS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1090, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=568, attrs=[MaxDS,DS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1185, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=589, attrs=[MaxDS,DS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:53] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:53] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:54] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:54] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:55] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:55] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:56] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:56] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:56] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:56] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:56] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:56] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:57] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:57] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:57] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:58] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:58] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:48:59] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:48:59] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:49:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:00] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:49:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:49:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:49:00] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:49:00] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:49:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:49:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:49:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:49:01] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:49:01] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:49:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:02] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:49:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:49:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:49:02] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:49:02] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1270, attrs=[MaxDS], result=0
[02:49:03] [ATTR] [ATTR_TRACE] AccessoryStatus | type=DS, base=0, result=0
[02:49:03] [ATTR] [ATTR_TRACE] ChipsetStatus | base=749, attrs=[MaxDS,DS], result=0
[02:49:04] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:04] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
[02:49:04] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1535, attrs=[MaxHP], result=0
[02:49:04] [ATTR] [ATTR_TRACE] ChipsetStatus | base=1280, attrs=[MaxHP], result=0
[02:49:04] [ATTR] [ATTR_TRACE] AccessoryStatus | type=HP, base=0, result=0
